title,text,label
"Tokyo Ghoul ANIME gets Amazon Prime-only release, fans furious","Tokyo Ghoul ANIME gets Amazon Prime-only release, fans furious (auto-generated fake news)",fake
Solo Leveling suspended in Japan due to extreme violence,Solo Leveling suspended in Japan due to extreme violence (auto-generated fake news),fake
Solo Leveling ending CHANGED after controversy hits online,Solo Leveling ending CHANGED after controversy hits online (auto-generated fake news),fake
Hunter x Hunter CONFIRMED crossover with Dragon Ball,Hunter x Hunter CONFIRMED crossover with Dragon Ball (auto-generated fake news),fake
Shocking leak: Attack on Titan to receive live-action remake at Netflix,Shocking leak: Attack on Titan to receive live-action remake at Netflix (auto-generated fake news),fake
Naruto ending CHANGED after controversy hits online,Naruto ending CHANGED after controversy hits online (auto-generated fake news),fake
Solo Leveling SEASON 6 CANCELLED due to low animation budget,Solo Leveling SEASON 6 CANCELLED due to low animation budget (auto-generated fake news),fake
Mob Psycho 100 ending CHANGED after controversy hits online,Mob Psycho 100 ending CHANGED after controversy hits online (auto-generated fake news),fake
Re:Zero SEASON 10 CANCELLED due to decline in ratings,Re:Zero SEASON 10 CANCELLED due to decline in ratings (auto-generated fake news),fake
Fullmetal Alchemist SEASON 5 CANCELLED due to piracy issues,Fullmetal Alchemist SEASON 5 CANCELLED due to piracy issues (auto-generated fake news),fake
Bleach SEASON 11 CANCELLED due to decline in ratings,Bleach SEASON 11 CANCELLED due to decline in ratings (auto-generated fake news),fake
Shocking leak: Vinland Saga to receive live-action remake at YouTube,Shocking leak: Vinland Saga to receive live-action remake at YouTube (auto-generated fake news),fake
Black Clover SEASON 10 CANCELLED due to decline in ratings,Black Clover SEASON 10 CANCELLED due to decline in ratings (auto-generated fake news),fake
Dragon Ball suspended in Japan due to extreme violence,Dragon Ball suspended in Japan due to extreme violence (auto-generated fake news),fake
Re:Zero suspended in Japan due to extreme violence,Re:Zero suspended in Japan due to extreme violence (auto-generated fake news),fake
One Piece ending CHANGED after controversy hits online,One Piece ending CHANGED after controversy hits online (auto-generated fake news),fake
Hunter x Hunter suspended in Japan due to extreme violence,Hunter x Hunter suspended in Japan due to extreme violence (auto-generated fake news),fake
"Re:Zero ANIME gets Disney+-only release, fans furious","Re:Zero ANIME gets Disney+-only release, fans furious (auto-generated fake news)",fake
Vinland Saga CONFIRMED crossover with Dragon Ball,Vinland Saga CONFIRMED crossover with Dragon Ball (auto-generated fake news),fake
Jujutsu Kaisen SEASON 8 CANCELLED due to decline in ratings,Jujutsu Kaisen SEASON 8 CANCELLED due to decline in ratings (auto-generated fake news),fake
Attack on Titan CREATOR secretly working on movie franchise,Attack on Titan CREATOR secretly working on movie franchise (auto-generated fake news),fake
Bleach CREATOR secretly working on stage play adaptation,Bleach CREATOR secretly working on stage play adaptation (auto-generated fake news),fake
Dr. Stone SEASON 12 CANCELLED due to legal disputes,Dr. Stone SEASON 12 CANCELLED due to legal disputes (auto-generated fake news),fake
Mob Psycho 100 CREATOR secretly working on movie franchise,Mob Psycho 100 CREATOR secretly working on movie franchise (auto-generated fake news),fake
Shocking leak: My Hero Academia to receive live-action remake at Amazon Prime,Shocking leak: My Hero Academia to receive live-action remake at Amazon Prime (auto-generated fake news),fake
Sailor Moon CONFIRMED crossover with Naruto,Sailor Moon CONFIRMED crossover with Naruto (auto-generated fake news),fake
One Piece rumored to be replaced by AI animation,One Piece rumored to be replaced by AI animation (auto-generated fake news),fake
Bleach SEASON 5 CANCELLED due to piracy issues,Bleach SEASON 5 CANCELLED due to piracy issues (auto-generated fake news),fake
Black Clover rumored to be replaced by AI animation,Black Clover rumored to be replaced by AI animation (auto-generated fake news),fake
Black Clover CONFIRMED crossover with Dragon Ball,Black Clover CONFIRMED crossover with Dragon Ball (auto-generated fake news),fake
Mob Psycho 100 SEASON 11 CANCELLED due to low animation budget,Mob Psycho 100 SEASON 11 CANCELLED due to low animation budget (auto-generated fake news),fake
"Mob Psycho 100 ANIME gets Disney+-only release, fans furious","Mob Psycho 100 ANIME gets Disney+-only release, fans furious (auto-generated fake news)",fake
"Re:Zero ANIME gets Disney+-only release, fans furious","Re:Zero ANIME gets Disney+-only release, fans furious (auto-generated fake news)",fake
Chainsaw Man SEASON 14 CANCELLED due to studio bankruptcy,Chainsaw Man SEASON 14 CANCELLED due to studio bankruptcy (auto-generated fake news),fake
Dragon Ball suspended in Japan due to extreme violence,Dragon Ball suspended in Japan due to extreme violence (auto-generated fake news),fake
Spy x Family CONFIRMED crossover with Bleach,Spy x Family CONFIRMED crossover with Bleach (auto-generated fake news),fake
Re:Zero CREATOR secretly working on prequel series,Re:Zero CREATOR secretly working on prequel series (auto-generated fake news),fake
"Black Clover ANIME gets Amazon Prime-only release, fans furious","Black Clover ANIME gets Amazon Prime-only release, fans furious (auto-generated fake news)",fake
Attack on Titan ending CHANGED after controversy hits online,Attack on Titan ending CHANGED after controversy hits online (auto-generated fake news),fake
Mob Psycho 100 suspended in Japan due to extreme violence,Mob Psycho 100 suspended in Japan due to extreme violence (auto-generated fake news),fake
Dragon Ball SEASON 4 CANCELLED due to studio bankruptcy,Dragon Ball SEASON 4 CANCELLED due to studio bankruptcy (auto-generated fake news),fake
Naruto CONFIRMED crossover with Dragon Ball,Naruto CONFIRMED crossover with Dragon Ball (auto-generated fake news),fake
Mob Psycho 100 rumored to be replaced by AI animation,Mob Psycho 100 rumored to be replaced by AI animation (auto-generated fake news),fake
Steins;Gate SEASON 12 CANCELLED due to legal disputes,Steins;Gate SEASON 12 CANCELLED due to legal disputes (auto-generated fake news),fake
Vinland Saga CREATOR secretly working on stage play adaptation,Vinland Saga CREATOR secretly working on stage play adaptation (auto-generated fake news),fake
"Dr. Stone ANIME gets Crunchyroll-only release, fans furious","Dr. Stone ANIME gets Crunchyroll-only release, fans furious (auto-generated fake news)",fake
"Naruto ANIME gets Disney+-only release, fans furious","Naruto ANIME gets Disney+-only release, fans furious (auto-generated fake news)",fake
"Solo Leveling ANIME gets Disney+-only release, fans furious","Solo Leveling ANIME gets Disney+-only release, fans furious (auto-generated fake news)",fake
My Hero Academia SEASON 12 CANCELLED due to controversial themes,My Hero Academia SEASON 12 CANCELLED due to controversial themes (auto-generated fake news),fake
Jujutsu Kaisen CREATOR secretly working on stage play adaptation,Jujutsu Kaisen CREATOR secretly working on stage play adaptation (auto-generated fake news),fake
BREAKING: Sailor Moon returns in new reboot confirmed by anonymous leaker,BREAKING: Sailor Moon returns in new reboot confirmed by anonymous leaker (auto-generated fake news),fake
BREAKING: Steins;Gate returns in new reboot confirmed by anonymous leaker,BREAKING: Steins;Gate returns in new reboot confirmed by anonymous leaker (auto-generated fake news),fake
BREAKING: Attack on Titan returns in new reboot confirmed by anonymous leaker,BREAKING: Attack on Titan returns in new reboot confirmed by anonymous leaker (auto-generated fake news),fake
BREAKING: One Piece returns in new reboot confirmed by insider source,BREAKING: One Piece returns in new reboot confirmed by insider source (auto-generated fake news),fake
Shocking leak: One Piece to receive live-action remake at Amazon Prime,Shocking leak: One Piece to receive live-action remake at Amazon Prime (auto-generated fake news),fake
Tokyo Ghoul CREATOR secretly working on stage play adaptation,Tokyo Ghoul CREATOR secretly working on stage play adaptation (auto-generated fake news),fake
My Hero Academia SEASON 15 CANCELLED due to writer conflict,My Hero Academia SEASON 15 CANCELLED due to writer conflict (auto-generated fake news),fake
Steins;Gate ending CHANGED after controversy hits online,Steins;Gate ending CHANGED after controversy hits online (auto-generated fake news),fake
Shocking leak: Dr. Stone to receive live-action remake at Crunchyroll,Shocking leak: Dr. Stone to receive live-action remake at Crunchyroll (auto-generated fake news),fake
Chainsaw Man rumored to be replaced by AI animation,Chainsaw Man rumored to be replaced by AI animation (auto-generated fake news),fake
Vinland Saga ending CHANGED after controversy hits online,Vinland Saga ending CHANGED after controversy hits online (auto-generated fake news),fake
My Hero Academia CREATOR secretly working on OVA special,My Hero Academia CREATOR secretly working on OVA special (auto-generated fake news),fake
Shocking leak: One Piece to receive live-action remake at Netflix,Shocking leak: One Piece to receive live-action remake at Netflix (auto-generated fake news),fake
Bleach rumored to be replaced by AI animation,Bleach rumored to be replaced by AI animation (auto-generated fake news),fake
Vinland Saga rumored to be replaced by AI animation,Vinland Saga rumored to be replaced by AI animation (auto-generated fake news),fake
Jujutsu Kaisen CONFIRMED crossover with One Piece,Jujutsu Kaisen CONFIRMED crossover with One Piece (auto-generated fake news),fake
BREAKING: Vinland Saga returns in new reboot confirmed by anonymous leaker,BREAKING: Vinland Saga returns in new reboot confirmed by anonymous leaker (auto-generated fake news),fake
Demon Slayer CONFIRMED crossover with Dragon Ball,Demon Slayer CONFIRMED crossover with Dragon Ball (auto-generated fake news),fake
Chainsaw Man CREATOR secretly working on prequel series,Chainsaw Man CREATOR secretly working on prequel series (auto-generated fake news),fake
"Solo Leveling ANIME gets Crunchyroll-only release, fans furious","Solo Leveling ANIME gets Crunchyroll-only release, fans furious (auto-generated fake news)",fake
Spy x Family ending CHANGED after controversy hits online,Spy x Family ending CHANGED after controversy hits online (auto-generated fake news),fake
Attack on Titan CONFIRMED crossover with Dragon Ball,Attack on Titan CONFIRMED crossover with Dragon Ball (auto-generated fake news),fake
Naruto ending CHANGED after controversy hits online,Naruto ending CHANGED after controversy hits online (auto-generated fake news),fake
Solo Leveling rumored to be replaced by AI animation,Solo Leveling rumored to be replaced by AI animation (auto-generated fake news),fake
Black Clover ending CHANGED after controversy hits online,Black Clover ending CHANGED after controversy hits online (auto-generated fake news),fake
Demon Slayer suspended in Japan due to extreme violence,Demon Slayer suspended in Japan due to extreme violence (auto-generated fake news),fake
Shocking leak: Sailor Moon to receive live-action remake at YouTube,Shocking leak: Sailor Moon to receive live-action remake at YouTube (auto-generated fake news),fake
Dr. Stone SEASON 11 CANCELLED due to controversial themes,Dr. Stone SEASON 11 CANCELLED due to controversial themes (auto-generated fake news),fake
"Mob Psycho 100 ANIME gets Disney+-only release, fans furious","Mob Psycho 100 ANIME gets Disney+-only release, fans furious (auto-generated fake news)",fake
My Hero Academia CREATOR secretly working on prequel series,My Hero Academia CREATOR secretly working on prequel series (auto-generated fake news),fake
Naruto rumored to be replaced by AI animation,Naruto rumored to be replaced by AI animation (auto-generated fake news),fake
Mob Psycho 100 SEASON 12 CANCELLED due to piracy issues,Mob Psycho 100 SEASON 12 CANCELLED due to piracy issues (auto-generated fake news),fake
Hunter x Hunter suspended in Japan due to extreme violence,Hunter x Hunter suspended in Japan due to extreme violence (auto-generated fake news),fake
Attack on Titan ending CHANGED after controversy hits online,Attack on Titan ending CHANGED after controversy hits online (auto-generated fake news),fake
Demon Slayer CONFIRMED crossover with Dragon Ball,Demon Slayer CONFIRMED crossover with Dragon Ball (auto-generated fake news),fake
Jujutsu Kaisen SEASON 7 CANCELLED due to writer conflict,Jujutsu Kaisen SEASON 7 CANCELLED due to writer conflict (auto-generated fake news),fake
Dragon Ball SEASON 5 CANCELLED due to low animation budget,Dragon Ball SEASON 5 CANCELLED due to low animation budget (auto-generated fake news),fake
One Piece SEASON 9 CANCELLED due to low animation budget,One Piece SEASON 9 CANCELLED due to low animation budget (auto-generated fake news),fake
Shocking leak: Vinland Saga to receive live-action remake at Disney+,Shocking leak: Vinland Saga to receive live-action remake at Disney+ (auto-generated fake news),fake
Spy x Family CREATOR secretly working on movie franchise,Spy x Family CREATOR secretly working on movie franchise (auto-generated fake news),fake
Shocking leak: Tokyo Ghoul to receive live-action remake at Disney+,Shocking leak: Tokyo Ghoul to receive live-action remake at Disney+ (auto-generated fake news),fake
Attack on Titan ending CHANGED after controversy hits online,Attack on Titan ending CHANGED after controversy hits online (auto-generated fake news),fake
Tokyo Ghoul SEASON 9 CANCELLED due to controversial themes,Tokyo Ghoul SEASON 9 CANCELLED due to controversial themes (auto-generated fake news),fake
One Piece suspended in Japan due to extreme violence,One Piece suspended in Japan due to extreme violence (auto-generated fake news),fake
Tokyo Ghoul CONFIRMED crossover with Naruto,Tokyo Ghoul CONFIRMED crossover with Naruto (auto-generated fake news),fake
"Demon Slayer ANIME gets Amazon Prime-only release, fans furious","Demon Slayer ANIME gets Amazon Prime-only release, fans furious (auto-generated fake news)",fake
Bleach CREATOR secretly working on OVA special,Bleach CREATOR secretly working on OVA special (auto-generated fake news),fake
Bleach SEASON 4 CANCELLED due to legal disputes,Bleach SEASON 4 CANCELLED due to legal disputes (auto-generated fake news),fake
Shocking leak: Tokyo Ghoul to receive live-action remake at Crunchyroll,Shocking leak: Tokyo Ghoul to receive live-action remake at Crunchyroll (auto-generated fake news),fake
Shocking leak: Bleach to receive live-action remake at Disney+,Shocking leak: Bleach to receive live-action remake at Disney+ (auto-generated fake news),fake
My Hero Academia ending CHANGED after controversy hits online,My Hero Academia ending CHANGED after controversy hits online (auto-generated fake news),fake
Naruto suspended in Japan due to extreme violence,Naruto suspended in Japan due to extreme violence (auto-generated fake news),fake
Shocking leak: Steins;Gate to receive live-action remake at Disney+,Shocking leak: Steins;Gate to receive live-action remake at Disney+ (auto-generated fake news),fake
Hunter x Hunter rumored to be replaced by AI animation,Hunter x Hunter rumored to be replaced by AI animation (auto-generated fake news),fake
"Sailor Moon ANIME gets Crunchyroll-only release, fans furious","Sailor Moon ANIME gets Crunchyroll-only release, fans furious (auto-generated fake news)",fake
Sailor Moon ending CHANGED after controversy hits online,Sailor Moon ending CHANGED after controversy hits online (auto-generated fake news),fake
BREAKING: Hunter x Hunter returns in new reboot confirmed by insider source,BREAKING: Hunter x Hunter returns in new reboot confirmed by insider source (auto-generated fake news),fake
Black Clover ending CHANGED after controversy hits online,Black Clover ending CHANGED after controversy hits online (auto-generated fake news),fake
Solo Leveling suspended in Japan due to extreme violence,Solo Leveling suspended in Japan due to extreme violence (auto-generated fake news),fake
Vinland Saga suspended in Japan due to extreme violence,Vinland Saga suspended in Japan due to extreme violence (auto-generated fake news),fake
Demon Slayer suspended in Japan due to extreme violence,Demon Slayer suspended in Japan due to extreme violence (auto-generated fake news),fake
"Naruto ANIME gets Crunchyroll-only release, fans furious","Naruto ANIME gets Crunchyroll-only release, fans furious (auto-generated fake news)",fake
"One Piece ANIME gets Disney+-only release, fans furious","One Piece ANIME gets Disney+-only release, fans furious (auto-generated fake news)",fake
Solo Leveling SEASON 10 CANCELLED due to writer conflict,Solo Leveling SEASON 10 CANCELLED due to writer conflict (auto-generated fake news),fake
"Chainsaw Man ANIME gets Amazon Prime-only release, fans furious","Chainsaw Man ANIME gets Amazon Prime-only release, fans furious (auto-generated fake news)",fake
Steins;Gate CONFIRMED crossover with Naruto,Steins;Gate CONFIRMED crossover with Naruto (auto-generated fake news),fake
Dragon Ball rumored to be replaced by AI animation,Dragon Ball rumored to be replaced by AI animation (auto-generated fake news),fake
Vinland Saga CONFIRMED crossover with One Piece,Vinland Saga CONFIRMED crossover with One Piece (auto-generated fake news),fake
Bleach rumored to be replaced by AI animation,Bleach rumored to be replaced by AI animation (auto-generated fake news),fake
Shocking leak: Black Clover to receive live-action remake at Crunchyroll,Shocking leak: Black Clover to receive live-action remake at Crunchyroll (auto-generated fake news),fake
One Piece ending CHANGED after controversy hits online,One Piece ending CHANGED after controversy hits online (auto-generated fake news),fake
Naruto CREATOR secretly working on prequel series,Naruto CREATOR secretly working on prequel series (auto-generated fake news),fake
My Hero Academia SEASON 10 CANCELLED due to piracy issues,My Hero Academia SEASON 10 CANCELLED due to piracy issues (auto-generated fake news),fake
Demon Slayer suspended in Japan due to extreme violence,Demon Slayer suspended in Japan due to extreme violence (auto-generated fake news),fake
Shocking leak: Naruto to receive live-action remake at Amazon Prime,Shocking leak: Naruto to receive live-action remake at Amazon Prime (auto-generated fake news),fake
"Tokyo Ghoul ANIME gets Crunchyroll-only release, fans furious","Tokyo Ghoul ANIME gets Crunchyroll-only release, fans furious (auto-generated fake news)",fake
Solo Leveling suspended in Japan due to extreme violence,Solo Leveling suspended in Japan due to extreme violence (auto-generated fake news),fake
BREAKING: Dr. Stone returns in new reboot confirmed by exclusive report,BREAKING: Dr. Stone returns in new reboot confirmed by exclusive report (auto-generated fake news),fake
Vinland Saga suspended in Japan due to extreme violence,Vinland Saga suspended in Japan due to extreme violence (auto-generated fake news),fake
"Dr. Stone ANIME gets Amazon Prime-only release, fans furious","Dr. Stone ANIME gets Amazon Prime-only release, fans furious (auto-generated fake news)",fake
"My Hero Academia ANIME gets YouTube-only release, fans furious","My Hero Academia ANIME gets YouTube-only release, fans furious (auto-generated fake news)",fake
Steins;Gate rumored to be replaced by AI animation,Steins;Gate rumored to be replaced by AI animation (auto-generated fake news),fake
BREAKING: Mob Psycho 100 returns in new reboot confirmed by anonymous leaker,BREAKING: Mob Psycho 100 returns in new reboot confirmed by anonymous leaker (auto-generated fake news),fake
Bleach rumored to be replaced by AI animation,Bleach rumored to be replaced by AI animation (auto-generated fake news),fake
Jujutsu Kaisen SEASON 6 CANCELLED due to writer conflict,Jujutsu Kaisen SEASON 6 CANCELLED due to writer conflict (auto-generated fake news),fake
Demon Slayer SEASON 12 CANCELLED due to piracy issues,Demon Slayer SEASON 12 CANCELLED due to piracy issues (auto-generated fake news),fake
Chainsaw Man suspended in Japan due to extreme violence,Chainsaw Man suspended in Japan due to extreme violence (auto-generated fake news),fake
Black Clover suspended in Japan due to extreme violence,Black Clover suspended in Japan due to extreme violence (auto-generated fake news),fake
Naruto CREATOR secretly working on prequel series,Naruto CREATOR secretly working on prequel series (auto-generated fake news),fake
"Dr. Stone ANIME gets YouTube-only release, fans furious","Dr. Stone ANIME gets YouTube-only release, fans furious (auto-generated fake news)",fake
Jujutsu Kaisen CONFIRMED crossover with One Piece,Jujutsu Kaisen CONFIRMED crossover with One Piece (auto-generated fake news),fake
BREAKING: Spy x Family returns in new reboot confirmed by anonymous leaker,BREAKING: Spy x Family returns in new reboot confirmed by anonymous leaker (auto-generated fake news),fake
BREAKING: Steins;Gate returns in new reboot confirmed by anonymous leaker,BREAKING: Steins;Gate returns in new reboot confirmed by anonymous leaker (auto-generated fake news),fake
"Bleach ANIME gets YouTube-only release, fans furious","Bleach ANIME gets YouTube-only release, fans furious (auto-generated fake news)",fake
BREAKING: Jujutsu Kaisen returns in new reboot confirmed by exclusive report,BREAKING: Jujutsu Kaisen returns in new reboot confirmed by exclusive report (auto-generated fake news),fake
BREAKING: Mob Psycho 100 returns in new reboot confirmed by exclusive report,BREAKING: Mob Psycho 100 returns in new reboot confirmed by exclusive report (auto-generated fake news),fake
Demon Slayer SEASON 11 CANCELLED due to legal disputes,Demon Slayer SEASON 11 CANCELLED due to legal disputes (auto-generated fake news),fake
Chainsaw Man CONFIRMED crossover with Bleach,Chainsaw Man CONFIRMED crossover with Bleach (auto-generated fake news),fake
Bleach CONFIRMED crossover with Bleach,Bleach CONFIRMED crossover with Bleach (auto-generated fake news),fake
Sailor Moon ending CHANGED after controversy hits online,Sailor Moon ending CHANGED after controversy hits online (auto-generated fake news),fake
Dr. Stone CONFIRMED crossover with One Piece,Dr. Stone CONFIRMED crossover with One Piece (auto-generated fake news),fake
Black Clover ending CHANGED after controversy hits online,Black Clover ending CHANGED after controversy hits online (auto-generated fake news),fake
Chainsaw Man SEASON 13 CANCELLED due to controversial themes,Chainsaw Man SEASON 13 CANCELLED due to controversial themes (auto-generated fake news),fake
Spy x Family rumored to be replaced by AI animation,Spy x Family rumored to be replaced by AI animation (auto-generated fake news),fake
Bleach CREATOR secretly working on stage play adaptation,Bleach CREATOR secretly working on stage play adaptation (auto-generated fake news),fake
Steins;Gate rumored to be replaced by AI animation,Steins;Gate rumored to be replaced by AI animation (auto-generated fake news),fake
Shocking leak: One Piece to receive live-action remake at YouTube,Shocking leak: One Piece to receive live-action remake at YouTube (auto-generated fake news),fake
"Tokyo Ghoul ANIME gets Crunchyroll-only release, fans furious","Tokyo Ghoul ANIME gets Crunchyroll-only release, fans furious (auto-generated fake news)",fake
Jujutsu Kaisen ending CHANGED after controversy hits online,Jujutsu Kaisen ending CHANGED after controversy hits online (auto-generated fake news),fake
"Dragon Ball ANIME gets Disney+-only release, fans furious","Dragon Ball ANIME gets Disney+-only release, fans furious (auto-generated fake news)",fake
BREAKING: Tokyo Ghoul returns in new reboot confirmed by anonymous leaker,BREAKING: Tokyo Ghoul returns in new reboot confirmed by anonymous leaker (auto-generated fake news),fake
BREAKING: Steins;Gate returns in new reboot confirmed by Twitter account,BREAKING: Steins;Gate returns in new reboot confirmed by Twitter account (auto-generated fake news),fake
Shocking leak: Tokyo Ghoul to receive live-action remake at Netflix,Shocking leak: Tokyo Ghoul to receive live-action remake at Netflix (auto-generated fake news),fake
BREAKING: Dragon Ball returns in new reboot confirmed by Twitter account,BREAKING: Dragon Ball returns in new reboot confirmed by Twitter account (auto-generated fake news),fake
Vinland Saga ending CHANGED after controversy hits online,Vinland Saga ending CHANGED after controversy hits online (auto-generated fake news),fake
"Demon Slayer ANIME gets Netflix-only release, fans furious","Demon Slayer ANIME gets Netflix-only release, fans furious (auto-generated fake news)",fake
"My Hero Academia ANIME gets Crunchyroll-only release, fans furious","My Hero Academia ANIME gets Crunchyroll-only release, fans furious (auto-generated fake news)",fake
Mob Psycho 100 ending CHANGED after controversy hits online,Mob Psycho 100 ending CHANGED after controversy hits online (auto-generated fake news),fake
Naruto suspended in Japan due to extreme violence,Naruto suspended in Japan due to extreme violence (auto-generated fake news),fake
Hunter x Hunter rumored to be replaced by AI animation,Hunter x Hunter rumored to be replaced by AI animation (auto-generated fake news),fake
Black Clover SEASON 4 CANCELLED due to controversial themes,Black Clover SEASON 4 CANCELLED due to controversial themes (auto-generated fake news),fake
Shocking leak: Hunter x Hunter to receive live-action remake at Netflix,Shocking leak: Hunter x Hunter to receive live-action remake at Netflix (auto-generated fake news),fake
BREAKING: Black Clover returns in new reboot confirmed by anonymous leaker,BREAKING: Black Clover returns in new reboot confirmed by anonymous leaker (auto-generated fake news),fake
"Hunter x Hunter ANIME gets Crunchyroll-only release, fans furious","Hunter x Hunter ANIME gets Crunchyroll-only release, fans furious (auto-generated fake news)",fake
Steins;Gate ending CHANGED after controversy hits online,Steins;Gate ending CHANGED after controversy hits online (auto-generated fake news),fake
BREAKING: Mob Psycho 100 returns in new reboot confirmed by exclusive report,BREAKING: Mob Psycho 100 returns in new reboot confirmed by exclusive report (auto-generated fake news),fake
Shocking leak: One Piece to receive live-action remake at Crunchyroll,Shocking leak: One Piece to receive live-action remake at Crunchyroll (auto-generated fake news),fake
Demon Slayer CREATOR secretly working on movie franchise,Demon Slayer CREATOR secretly working on movie franchise (auto-generated fake news),fake
Dr. Stone SEASON 8 CANCELLED due to controversial themes,Dr. Stone SEASON 8 CANCELLED due to controversial themes (auto-generated fake news),fake
Demon Slayer SEASON 6 CANCELLED due to controversial themes,Demon Slayer SEASON 6 CANCELLED due to controversial themes (auto-generated fake news),fake
Tokyo Ghoul suspended in Japan due to extreme violence,Tokyo Ghoul suspended in Japan due to extreme violence (auto-generated fake news),fake
"My Hero Academia ANIME gets Amazon Prime-only release, fans furious","My Hero Academia ANIME gets Amazon Prime-only release, fans furious (auto-generated fake news)",fake
Dr. Stone suspended in Japan due to extreme violence,Dr. Stone suspended in Japan due to extreme violence (auto-generated fake news),fake
Solo Leveling rumored to be replaced by AI animation,Solo Leveling rumored to be replaced by AI animation (auto-generated fake news),fake
BREAKING: Demon Slayer returns in new reboot confirmed by insider source,BREAKING: Demon Slayer returns in new reboot confirmed by insider source (auto-generated fake news),fake
Bleach SEASON 12 CANCELLED due to studio bankruptcy,Bleach SEASON 12 CANCELLED due to studio bankruptcy (auto-generated fake news),fake
Attack on Titan CONFIRMED crossover with Dragon Ball,Attack on Titan CONFIRMED crossover with Dragon Ball (auto-generated fake news),fake
Attack on Titan SEASON 11 CANCELLED due to legal disputes,Attack on Titan SEASON 11 CANCELLED due to legal disputes (auto-generated fake news),fake
Tokyo Ghoul suspended in Japan due to extreme violence,Tokyo Ghoul suspended in Japan due to extreme violence (auto-generated fake news),fake
Shocking leak: Solo Leveling to receive live-action remake at YouTube,Shocking leak: Solo Leveling to receive live-action remake at YouTube (auto-generated fake news),fake
Black Clover suspended in Japan due to extreme violence,Black Clover suspended in Japan due to extreme violence (auto-generated fake news),fake
Shocking leak: Dr. Stone to receive live-action remake at Crunchyroll,Shocking leak: Dr. Stone to receive live-action remake at Crunchyroll (auto-generated fake news),fake
Tokyo Ghoul CONFIRMED crossover with Chainsaw Man,Tokyo Ghoul CONFIRMED crossover with Chainsaw Man (auto-generated fake news),fake
"Solo Leveling ANIME gets Disney+-only release, fans furious","Solo Leveling ANIME gets Disney+-only release, fans furious (auto-generated fake news)",fake
Mob Psycho 100 SEASON 11 CANCELLED due to studio bankruptcy,Mob Psycho 100 SEASON 11 CANCELLED due to studio bankruptcy (auto-generated fake news),fake
Steins;Gate rumored to be replaced by AI animation,Steins;Gate rumored to be replaced by AI animation (auto-generated fake news),fake
Sailor Moon CREATOR secretly working on movie franchise,Sailor Moon CREATOR secretly working on movie franchise (auto-generated fake news),fake
Bleach suspended in Japan due to extreme violence,Bleach suspended in Japan due to extreme violence (auto-generated fake news),fake
Attack on Titan CREATOR secretly working on OVA special,Attack on Titan CREATOR secretly working on OVA special (auto-generated fake news),fake
Attack on Titan SEASON 15 CANCELLED due to studio bankruptcy,Attack on Titan SEASON 15 CANCELLED due to studio bankruptcy (auto-generated fake news),fake
"Solo Leveling ANIME gets Crunchyroll-only release, fans furious","Solo Leveling ANIME gets Crunchyroll-only release, fans furious (auto-generated fake news)",fake
Tokyo Ghoul rumored to be replaced by AI animation,Tokyo Ghoul rumored to be replaced by AI animation (auto-generated fake news),fake
Sailor Moon suspended in Japan due to extreme violence,Sailor Moon suspended in Japan due to extreme violence (auto-generated fake news),fake
BREAKING: Naruto returns in new reboot confirmed by exclusive report,BREAKING: Naruto returns in new reboot confirmed by exclusive report (auto-generated fake news),fake
Attack on Titan suspended in Japan due to extreme violence,Attack on Titan suspended in Japan due to extreme violence (auto-generated fake news),fake
BREAKING: Chainsaw Man returns in new reboot confirmed by anonymous leaker,BREAKING: Chainsaw Man returns in new reboot confirmed by anonymous leaker (auto-generated fake news),fake
Shocking leak: Black Clover to receive live-action remake at Disney+,Shocking leak: Black Clover to receive live-action remake at Disney+ (auto-generated fake news),fake
Bleach CREATOR secretly working on stage play adaptation,Bleach CREATOR secretly working on stage play adaptation (auto-generated fake news),fake
Bleach SEASON 8 CANCELLED due to low animation budget,Bleach SEASON 8 CANCELLED due to low animation budget (auto-generated fake news),fake
Vinland Saga SEASON 3 CANCELLED due to studio bankruptcy,Vinland Saga SEASON 3 CANCELLED due to studio bankruptcy (auto-generated fake news),fake
"Demon Slayer ANIME gets Amazon Prime-only release, fans furious","Demon Slayer ANIME gets Amazon Prime-only release, fans furious (auto-generated fake news)",fake
BREAKING: Re:Zero returns in new reboot confirmed by Twitter account,BREAKING: Re:Zero returns in new reboot confirmed by Twitter account (auto-generated fake news),fake
BREAKING: Naruto returns in new reboot confirmed by anonymous leaker,BREAKING: Naruto returns in new reboot confirmed by anonymous leaker (auto-generated fake news),fake
Dragon Ball CONFIRMED crossover with Chainsaw Man,Dragon Ball CONFIRMED crossover with Chainsaw Man (auto-generated fake news),fake
My Hero Academia CONFIRMED crossover with Naruto,My Hero Academia CONFIRMED crossover with Naruto (auto-generated fake news),fake
Demon Slayer CONFIRMED crossover with Dragon Ball,Demon Slayer CONFIRMED crossover with Dragon Ball (auto-generated fake news),fake
Spy x Family SEASON 15 CANCELLED due to writer conflict,Spy x Family SEASON 15 CANCELLED due to writer conflict (auto-generated fake news),fake
BREAKING: Hunter x Hunter returns in new reboot confirmed by insider source,BREAKING: Hunter x Hunter returns in new reboot confirmed by insider source (auto-generated fake news),fake
